D:\datasetttt\IMG\center_2020_04_14_13_34_37_320.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_37_320.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_37_320.jpg,-0.25,0.3809901,0,17.97224
D:\datasetttt\IMG\center_2020_04_14_13_34_37_392.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_37_392.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_37_392.jpg,0,0.6268443,0,18.3183
D:\datasetttt\IMG\center_2020_04_14_13_34_37_457.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_37_457.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_37_457.jpg,0,0.490065,0,18.93618
D:\datasetttt\IMG\center_2020_04_14_13_34_37_526.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_37_526.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_37_526.jpg,0,0.2547382,0,19.15149
D:\datasetttt\IMG\center_2020_04_14_13_34_37_596.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_37_596.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_37_596.jpg,0,0.06024423,0,18.79994
D:\datasetttt\IMG\center_2020_04_14_13_34_37_664.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_37_664.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_37_664.jpg,0,0,0,19.07723
D:\datasetttt\IMG\center_2020_04_14_13_34_37_734.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_37_734.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_37_734.jpg,-0.05,0,0,18.94229
D:\datasetttt\IMG\center_2020_04_14_13_34_37_802.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_37_802.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_37_802.jpg,-0.2,0.1074963,0,18.37069
D:\datasetttt\IMG\center_2020_04_14_13_34_37_875.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_37_875.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_37_875.jpg,-0.4,0.35391,0,18.43225
D:\datasetttt\IMG\center_2020_04_14_13_34_37_947.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_37_947.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_37_947.jpg,0,0.3663768,0,18.70294
D:\datasetttt\IMG\center_2020_04_14_13_34_38_016.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_016.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_016.jpg,0,0.1752416,0,19.13566
D:\datasetttt\IMG\center_2020_04_14_13_34_38_083.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_083.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_083.jpg,0,0,0,18.69451
D:\datasetttt\IMG\center_2020_04_14_13_34_38_153.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_153.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_153.jpg,-0.1,0.0930543,0,18.53136
D:\datasetttt\IMG\center_2020_04_14_13_34_38_221.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_221.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_221.jpg,-0.25,0.2798976,0,18.93103
D:\datasetttt\IMG\center_2020_04_14_13_34_38_290.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_290.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_290.jpg,-0.45,0.5177244,0,19.04301
D:\datasetttt\IMG\center_2020_04_14_13_34_38_357.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_357.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_357.jpg,0,0.7031971,0,19.10796
D:\datasetttt\IMG\center_2020_04_14_13_34_38_425.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_425.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_425.jpg,0,0.8761102,0,19.78037
D:\datasetttt\IMG\center_2020_04_14_13_34_38_495.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_495.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_495.jpg,0,1,0,20.52845
D:\datasetttt\IMG\center_2020_04_14_13_34_38_564.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_564.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_564.jpg,0,1,0,21.0394
D:\datasetttt\IMG\center_2020_04_14_13_34_38_631.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_631.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_631.jpg,0,1,0,21.85356
D:\datasetttt\IMG\center_2020_04_14_13_34_38_701.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_701.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_701.jpg,0,1,0,22.4892
D:\datasetttt\IMG\center_2020_04_14_13_34_38_771.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_771.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_771.jpg,-0.1,1,0,23.26446
D:\datasetttt\IMG\center_2020_04_14_13_34_38_841.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_841.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_841.jpg,-0.25,1,0,23.81243
D:\datasetttt\IMG\center_2020_04_14_13_34_38_912.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_912.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_912.jpg,0,1,0,24.54429
D:\datasetttt\IMG\center_2020_04_14_13_34_38_980.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_38_980.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_38_980.jpg,0,1,0,25.11905
D:\datasetttt\IMG\center_2020_04_14_13_34_39_050.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_050.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_050.jpg,0,1,0,25.88292
D:\datasetttt\IMG\center_2020_04_14_13_34_39_116.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_116.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_116.jpg,0,1,0,26.45255
D:\datasetttt\IMG\center_2020_04_14_13_34_39_187.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_187.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_187.jpg,-0.05,1,0,27.20665
D:\datasetttt\IMG\center_2020_04_14_13_34_39_256.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_256.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_256.jpg,-0.2,1,0,27.75226
D:\datasetttt\IMG\center_2020_04_14_13_34_39_327.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_327.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_327.jpg,0,1,0,28.4596
D:\datasetttt\IMG\center_2020_04_14_13_34_39_398.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_398.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_398.jpg,0,1,0,29.01131
D:\datasetttt\IMG\center_2020_04_14_13_34_39_464.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_464.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_464.jpg,0,1,0,29.56172
D:\datasetttt\IMG\center_2020_04_14_13_34_39_534.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_534.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_534.jpg,0,0.9397363,0,30.18828
D:\datasetttt\IMG\center_2020_04_14_13_34_39_605.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_605.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_605.jpg,0,0.7561879,0,30.1411
D:\datasetttt\IMG\center_2020_04_14_13_34_39_676.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_676.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_676.jpg,0,0,0.2247579,28.62926
D:\datasetttt\IMG\center_2020_04_14_13_34_39_748.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_748.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_748.jpg,0,0,0.421809,27.21394
D:\datasetttt\IMG\center_2020_04_14_13_34_39_816.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_816.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_816.jpg,0,0,0.2358011,26.16332
D:\datasetttt\IMG\center_2020_04_14_13_34_39_885.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_885.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_885.jpg,0,0,0.06355105,25.12226
D:\datasetttt\IMG\center_2020_04_14_13_34_39_955.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_39_955.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_39_955.jpg,0,0,0,24.0874
D:\datasetttt\IMG\center_2020_04_14_13_34_40_025.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_025.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_025.jpg,-0.1,0.0630051,0,23.71741
D:\datasetttt\IMG\center_2020_04_14_13_34_40_093.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_093.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_093.jpg,-0.3,0.3082254,0,23.69803
D:\datasetttt\IMG\center_2020_04_14_13_34_40_164.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_164.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_164.jpg,0,0.4924599,0,23.9245
D:\datasetttt\IMG\center_2020_04_14_13_34_40_231.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_231.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_231.jpg,0,0.7356282,0,24.29256
D:\datasetttt\IMG\center_2020_04_14_13_34_40_298.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_298.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_298.jpg,0,0.9053301,0,24.71019
D:\datasetttt\IMG\center_2020_04_14_13_34_40_368.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_368.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_368.jpg,0,1,0,25.46565
D:\datasetttt\IMG\center_2020_04_14_13_34_40_435.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_435.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_435.jpg,0,1,0,26.0405
D:\datasetttt\IMG\center_2020_04_14_13_34_40_503.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_503.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_503.jpg,-0.1,1,0,26.60628
D:\datasetttt\IMG\center_2020_04_14_13_34_40_571.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_571.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_571.jpg,-0.3,1,0,27.31272
D:\datasetttt\IMG\center_2020_04_14_13_34_40_641.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_641.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_641.jpg,0,1,0,27.81343
D:\datasetttt\IMG\center_2020_04_14_13_34_40_709.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_709.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_709.jpg,0,1,0,28.54971
D:\datasetttt\IMG\center_2020_04_14_13_34_40_779.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_779.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_779.jpg,0,1,0,29.10196
D:\datasetttt\IMG\center_2020_04_14_13_34_40_850.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_850.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_850.jpg,0,1,0,29.83461
D:\datasetttt\IMG\center_2020_04_14_13_34_40_918.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_918.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_918.jpg,0,1,0,30.19216
D:\datasetttt\IMG\center_2020_04_14_13_34_40_989.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_40_989.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_40_989.jpg,0,1,0,30.19029
D:\datasetttt\IMG\center_2020_04_14_13_34_41_056.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_056.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_056.jpg,0,1,0,30.19028
D:\datasetttt\IMG\center_2020_04_14_13_34_41_125.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_125.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_125.jpg,0,1,0,30.19029
D:\datasetttt\IMG\center_2020_04_14_13_34_41_196.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_196.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_196.jpg,0,1,0,30.19035
D:\datasetttt\IMG\center_2020_04_14_13_34_41_265.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_265.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_265.jpg,-0.15,1,0,30.18428
D:\datasetttt\IMG\center_2020_04_14_13_34_41_335.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_335.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_335.jpg,0,1,0,30.1846
D:\datasetttt\IMG\center_2020_04_14_13_34_41_404.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_404.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_404.jpg,0,1,0,30.18994
D:\datasetttt\IMG\center_2020_04_14_13_34_41_474.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_474.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_474.jpg,0,1,0,30.19016
D:\datasetttt\IMG\center_2020_04_14_13_34_41_545.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_545.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_545.jpg,0,1,0,30.19025
D:\datasetttt\IMG\center_2020_04_14_13_34_41_613.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_613.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_613.jpg,0,1,0,30.1903
D:\datasetttt\IMG\center_2020_04_14_13_34_41_683.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_683.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_683.jpg,0,1,0,30.1903
D:\datasetttt\IMG\center_2020_04_14_13_34_41_751.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_751.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_751.jpg,0,1,0,30.1903
D:\datasetttt\IMG\center_2020_04_14_13_34_41_821.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_821.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_821.jpg,-0.15,1,0,30.18436
D:\datasetttt\IMG\center_2020_04_14_13_34_41_891.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_891.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_891.jpg,0,1,0,30.18465
D:\datasetttt\IMG\center_2020_04_14_13_34_41_959.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_41_959.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_41_959.jpg,0,1,0,30.18989
D:\datasetttt\IMG\center_2020_04_14_13_34_42_030.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_030.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_030.jpg,0,1,0,30.19016
D:\datasetttt\IMG\center_2020_04_14_13_34_42_097.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_097.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_097.jpg,0,1,0,30.19029
D:\datasetttt\IMG\center_2020_04_14_13_34_42_164.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_164.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_164.jpg,0,1,0,30.19032
D:\datasetttt\IMG\center_2020_04_14_13_34_42_233.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_233.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_233.jpg,0,1,0,30.19027
D:\datasetttt\IMG\center_2020_04_14_13_34_42_302.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_302.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_302.jpg,0,1,0,30.19031
D:\datasetttt\IMG\center_2020_04_14_13_34_42_373.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_373.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_373.jpg,0,1,0,30.19031
D:\datasetttt\IMG\center_2020_04_14_13_34_42_444.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_444.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_444.jpg,-0.1,1,0,30.18771
D:\datasetttt\IMG\center_2020_04_14_13_34_42_512.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_512.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_512.jpg,0,1,0,30.19034
D:\datasetttt\IMG\center_2020_04_14_13_34_42_583.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_583.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_583.jpg,0,1,0,30.19029
D:\datasetttt\IMG\center_2020_04_14_13_34_42_652.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_652.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_652.jpg,0,1,0,30.19031
D:\datasetttt\IMG\center_2020_04_14_13_34_42_720.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_720.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_720.jpg,0,1,0,30.1903
D:\datasetttt\IMG\center_2020_04_14_13_34_42_789.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_789.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_789.jpg,0,1,0,30.19032
D:\datasetttt\IMG\center_2020_04_14_13_34_42_859.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_859.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_859.jpg,0,1,0,30.19029
D:\datasetttt\IMG\center_2020_04_14_13_34_42_929.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_929.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_929.jpg,-0.15,1,0,30.18424
D:\datasetttt\IMG\center_2020_04_14_13_34_42_997.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_42_997.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_42_997.jpg,0,1,0,30.18995
D:\datasetttt\IMG\center_2020_04_14_13_34_43_067.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_067.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_067.jpg,0,1,0,30.19028
D:\datasetttt\IMG\center_2020_04_14_13_34_43_133.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_133.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_133.jpg,0,1,0,30.19028
D:\datasetttt\IMG\center_2020_04_14_13_34_43_200.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_200.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_200.jpg,-0.15,1,0,30.18464
D:\datasetttt\IMG\center_2020_04_14_13_34_43_268.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_268.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_268.jpg,0,1,0,30.18467
D:\datasetttt\IMG\center_2020_04_14_13_34_43_338.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_338.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_338.jpg,0,1,0,30.18984
D:\datasetttt\IMG\center_2020_04_14_13_34_43_409.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_409.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_409.jpg,0,1,0,30.19017
D:\datasetttt\IMG\center_2020_04_14_13_34_43_477.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_477.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_477.jpg,0,1,0,30.19025
D:\datasetttt\IMG\center_2020_04_14_13_34_43_545.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_545.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_545.jpg,0,0.9569962,0,30.19038
D:\datasetttt\IMG\center_2020_04_14_13_34_43_612.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_612.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_612.jpg,0,0.7170763,0,30.1271
D:\datasetttt\IMG\center_2020_04_14_13_34_43_679.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_679.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_679.jpg,0,0.5313556,0,30.08357
D:\datasetttt\IMG\center_2020_04_14_13_34_43_750.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_750.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_750.jpg,0,0,0.1433496,29.10491
D:\datasetttt\IMG\center_2020_04_14_13_34_43_821.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_821.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_821.jpg,0,0,0.3123327,28.03827
D:\datasetttt\IMG\center_2020_04_14_13_34_43_889.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_889.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_889.jpg,0,0.0137166,0,26.62996
D:\datasetttt\IMG\center_2020_04_14_13_34_43_956.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_43_956.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_43_956.jpg,0,0.1858938,0,25.89244
D:\datasetttt\IMG\center_2020_04_14_13_34_44_024.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_44_024.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_44_024.jpg,0,0.3766614,0,25.80051
D:\datasetttt\IMG\center_2020_04_14_13_34_44_094.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_44_094.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_44_094.jpg,0,0.6134926,0,26.08376
D:\datasetttt\IMG\center_2020_04_14_13_34_44_161.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_44_161.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_44_161.jpg,0,0.7971371,0,26.44944
D:\datasetttt\IMG\center_2020_04_14_13_34_44_232.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_44_232.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_44_232.jpg,0,1,0,27.10856
D:\datasetttt\IMG\center_2020_04_14_13_34_44_301.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_44_301.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_44_301.jpg,0,1,0,27.67031
D:\datasetttt\IMG\center_2020_04_14_13_34_44_373.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_44_373.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_44_373.jpg,-0.2,1,0,28.39746
D:\datasetttt\IMG\center_2020_04_14_13_34_44_442.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_44_442.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_44_442.jpg,-0.35,1,0,28.8939
D:\datasetttt\IMG\center_2020_04_14_13_34_44_513.jpg,D:\datasetttt\IMG\left_2020_04_14_13_34_44_513.jpg,D:\datasetttt\IMG\right_2020_04_14_13_34_44_513.jpg,0,1,0,29.61948
